,Startup Name,Founder(s),Funding Year,Funding Month,Funding Day,Founding Date,Industry/Vertical,Funding Date,Sub-Vertical,City,Investor(s),Investment Amount (USD),Investment Type,Remarks
2022,Autobix,,2017,04,27,,Technology,27/04/2017,Software Solutions For Auto Dealership,Pune,Gardx International,0,,
2023,Eshiksha,,2017,04,27,,Technology,27/04/2017,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,0,,
2024,Inurture,,2017,04,27,,Consumer Internet,27/04/2017,Online Educational Courses,Bangalore,Blacksoil Capital Pvt. Ltd,1500000,Other,
2025,Sepalika,,2017,04,28,,Consumer Internet,28/04/2017,Healthcare Related Content Platform,New Delhi,Accel Partners,750000,Early stage,
2026,Mintwalk,,2017,04,28,,Consumer Internet,28/04/2017,Financial Advisory Mobile App,Greater Mumbai,Poshika Financial Ecosystem,0,,
2027,Qriyo,,2017,04,29,,Consumer Internet,29/04/2017,Tutor Discovery & Booking Platform,Jaipur,Nb Ventures,0,,
2028,Ace2Three,,2017,05,01,,Consumer Internet,01/05/2017,Online Rummy Playing Website,Greater Hyderabad ,Clairvest Group,73700000,Other,
2029,Power2Sme,,2017,05,01,,E-commerce,01/05/2017,Buying Portal For Smes,Gurgaon,International Finance Corporation,10000000,Other,
2030,Innovapptive,,2017,05,02,,Technology,02/05/2017,Enterprise Mobility Solutions,Greater Hyderabad ,Hyderabad Angels,1500000,Early stage,
2031,4Tigo,,2017,05,02,,Logistics & Supply Chain,02/05/2017,Truck Network Company,Bangalore,"Accel Partners, Nandan Nilekani,",10000000,Other,
2032,Smecorner,,2017,05,02,,Consumer Internet,02/05/2017,Online Platform For Small Business Loans,Greater Mumbai,Dutch Government Fund,0,,
2033,Zippserve,,2017,05,02,,Consumer Internet,02/05/2017,Real Estate Risk Assessment Platform,Bangalore,Undisclosed Investors,390000,Early stage,
2034,Ola,,2017,05,03,,Consumer Internet,03/05/2017,Cab Aggregation App,Bangalore,"Falcon Edge Capital,  Capital Advisers",104500000,Other,
2035,Sumeru,,2017,05,03,,Technology,03/05/2017,Software & Mobile Development Services,Bangalore,Undisclosed Investors,1000000,Early stage,
2036,Healthians,,2017,05,04,,Consumer Internet,04/05/2017,Online Diagnostics And Wellness Platform,New Delhi,"Asuka Holdings, Youwecan Ventures, Beenext, Beenos, M&S Partners",0,,
2037,Healthmir,,2017,05,05,,Consumer Internet,05/05/2017,Ai-Based Health Content Platform,New Delhi,Nimit Panigrahi,0,,
2038,Uactive,,2017,05,05,,Consumer Internet,05/05/2017,Health-Based Social Networking & Discovery App,Greater Mumbai,Hinduja Family,0,,
2039,I-Lend,,2017,05,05,,Consumer Internet,05/05/2017,Peer-To-Peer Lending Platform,Greater Hyderabad ,50K Ventures,0,,
2040,Good Methods Global,,2017,05,05,,Technology,05/05/2017,Cloud Based Practice Management Software,Trivandrum,Accel Partners,0,,
2041,Balance App,,2017,05,05,,Consumer Internet,05/05/2017,Money Savings & Management App,Bangalore,Rainmatter,233000,Early stage,
2042,Yepme,,2017,05,08,,E-commerce,08/05/2017,Private Label Fashion Etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, Ilearnfinance Academy Pvt. Ltd.",700000,Other,
2043,Nightstay,,2017,05,08,,Consumer Internet,08/05/2017,Last Minute Hotel Booking Mobile App,New Delhi,"Indian Angels Network, Letsventure",0,,
2044,Devourin,,2017,05,08,,Technology,08/05/2017,Restaurant Automation Solution,Pune,Deepak Nathani,0,,
2045,Mygreens,,2017,05,08,,Food & Beverages,08/05/2017,Cold-Press Juices Manufacturer,New Delhi,"Ajay Relan, Letsventure",1000000,Early stage,
2046,Ace Turtle,,2017,05,08,,Technology,08/05/2017,Omni-Channel Platform,Bangalore,"Vertex Ventures, C31 Ventures",5000000,Other,
2047,Curefit,,2017,05,08,,Technology,08/05/2017,Health-Tech Platform,Bangalore,"Trifecta Capital Advisors Llp, Prathithi Investment Trust, Rnt Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & Others",3200000,Other,
2048,Curie Labs,,2017,05,09,,Technology,09/05/2017,Energy Analytics Startup,New Delhi,Satoshi Studios,50000,Early stage,
2049,Anchanto,,2017,05,09,,Technology,09/05/2017,Ecommerce Fulfilment And Technology Platform,Pune,Luxasia Group,0,,
2050,Sequretek,,2017,05,09,,Technology,09/05/2017,It Security & Data Management Services,Greater Mumbai,"Gvfl, Unicorn India Ventures",0,,
2051,Lucideus,,2017,05,10,,Technology,10/05/2017,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,  Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",0,,
2052,Vidooly,,2017,05,10,,Consumer Internet,10/05/2017,Video Intelligence Platform,Noida,"Times Internet, Gvfl",1400000,Other,
2053,Shopclues,,2017,05,10,,E-commerce,10/05/2017,Online Marketplace,Gurgaon,Innoven Capital,7700000,Other,
2054,Fourth Ambit,,2017,05,10,,Consumer Internet,10/05/2017,Community Building Platform,Bangalore,1Crowd,600000,Early stage,
2055,Chymera Vr,,2017,05,10,,Technology,10/05/2017,Advertising Platform For Virtual Reality,Bangalore,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",0,,
2056,Early Salary,,2017,05,11,,Consumer Internet,11/05/2017,Online Lending Platform,Pune,"Dg Ventures India, Dewan Housing Finance Corp",4000000,Other,
2057,Book My Diamond,,2017,05,11,,E-commerce,11/05/2017,Diamond B2B Etailer,Greater Mumbai,Chirag Nikunj Sheth & Others,0,,
2058,Ion Energy,,2017,05,11,,Technology,11/05/2017,Clean Tech Startup,Greater Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",0,,
2059,Legal Raasta,,2017,05,12,,Consumer Internet,12/05/2017,Legal Services To Smes & Individuals,New Delhi,Impanix Capital,5000000,Other,
2060,Log 9 Materials,,2017,05,12,,Technology,12/05/2017,Nanotech Product Developer,Bangalore,Gems,0,,
2061,Remit Guru,,2017,05,12,,Consumer Internet,12/05/2017,Digital Money Transfer Platform,Greater Mumbai,"Infibeam, Ccavenue",466000,Other,
2062,Aequm,,2017,05,12,,E-commerce,12/05/2017,Cloud Ecommerce Platform,Bangalore,Undisclosed Investors,1000000,Early stage,
2063,Zapty,,2017,05,15,,Technology,15/05/2017,Project Management Tool,Bangalore,Ideaspring Capital,500000,Early stage,
2064,Vernacular.Ai,,2017,05,15,,Technology,15/05/2017,Multi-Lingual Ai Platform For Businesses,Bangalore,Kstart Capital,0,,
2065,Niki.Ai,,2017,05,16,,Technology,16/05/2017,Ai-Based Chatbot,Bangalore,Sap,0,,
2066,Telr,,2017,05,16,,Technology,16/05/2017,Online Payment Gateway,Greater Mumbai,Innovations East,3000000,Other,
2067,Fynd,,2017,05,16,,E-commerce,16/05/2017,Fashion Ecommerce Portal,Greater Mumbai,Rocketship,500000,Other,
2068,Genie,,2017,05,17,,Consumer Internet,17/05/2017,Hyperlocal Delivery And Logistics Mobile App,Chennai,Undisclosed Investors,250000,Early stage,
2069,Paysense,,2017,05,17,,Consumer Internet,17/05/2017,Online Lending Platform,Greater Mumbai,Jungle Ventures,5300000,Other,
2070,The Good Life,,2017,05,18,,E-commerce,18/05/2017,Online Luxury Tea Etailer,Greater Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",1000000,Early stage,
2071,Pumpkart,,2017,05,18,,E-commerce,18/05/2017,Online Water Pumps Etailer,Chandigarh,Dr. Ritesh Malik,0,,
2072,Paytm,,2017,05,18,,E-commerce,18/05/2017,Mobile Wallet & Ecommerce Platform,Bangalore,Softbank Group,1400000000,Other,
2073,Ezcred,,2017,05,19,,Consumer Internet,19/05/2017,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",1000000,Early stage,
2074,Healthsutra,,2017,05,19,,Food & Beverages,19/05/2017,Health Food Maker,Greater Hyderabad ,"Ankur Capital, Hyderabad Angels",0,,
2075,Yepme,,2017,05,20,,E-commerce,20/05/2017,Private Fashion Brand Etailer,New Delhi,Gokaldas Exports Ltd,0,,
2076,Delhivery,,2017,05,22,,Logistics & Supply Chain,22/05/2017,Ecommerce Logistics Provider,New Delhi,Fosun International,30000000,Other,
2077,Zipgrid,,2017,05,22,,Consumer Internet,22/05/2017,"Cashless, Paperless Solutions For Housing Societies",Greater Mumbai,"Jll, 1Crowd",500000,Early stage,
2078,Travelspice,,2017,05,23,,E-commerce,23/05/2017,Travel Ecommerce Portal,Greater Hyderabad ,Eagle10 Ventures,0,,
2079,Magicpin,,2017,05,23,,Consumer Internet,23/05/2017,Hyperlocal Discovery Platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",6600000,Other,
2080,The Print,,2017,05,23,,Consumer Internet,23/05/2017,News Portal,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",0,,
2081,Box8,,2017,05,23,,Consumer Internet,23/05/2017,Food Delivery Platform,Greater Mumbai,Trifecta Capital,1000000,Other,
2082,Gennext Students,,2017,05,24,,Consumer Internet,24/05/2017,Online Tutoring Services,Greater Mumbai,Undisclosed Investors,580000,Early stage,
2083,Aye Finance,,2017,05,25,,Fintech,25/05/2017,Non-Banking Financial Company,Gurgaon,Blue Orchard,8000000,Other,
2084,Whatsloan,,2017,05,26,,Consumer Internet,26/05/2017,Online Lending Mobile App,Bangalore,Lahiri Music’S Family Office,0,,
2085,Cube Consumer Services,,2017,05,29,,Consumer Internet,29/05/2017,Finance Management Mobile App,Greater Mumbai,,0,,
2086,Nivesh,,2017,05,29,,Consumer Internet,29/05/2017,Online Mf Investment Platform,Noida,"Pv Sahad, Sandeep Shroff, Rahul Gupta",0,,
2087,Wowflux,,2017,05,29,,Technology,29/05/2017,Image Processing Solution,New Delhi,Undisclosed Investors,0,,
2088,Collateral Medical,,2017,05,29,,E-commerce,29/05/2017,Online Medical Equipment Supplier,Greater Mumbai,Carpediem Capital,3500000,Other,
2089,Loadshare,,2017,05,30,,Logistics & Supply Chain,30/05/2017,Express Logistics Network,Bangalore,Matrix Partners,0,,
2090,Simplilend,,2017,05,30,,Consumer Internet,30/05/2017,Online Lending Platform,New Delhi,Undisclosed Investors,0,,
2091,Supr Daily,,2017,05,30,,Consumer Internet,30/05/2017,Subscription Based Delivery Platform,Greater Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",1500000,Other,
2092,Swiggy,,2017,05,30,,Consumer Internet,30/05/2017,Online Food Delivery Platform,Bangalore,"Nasper, Accel India, Saif Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",80000000,Other,
2093,Sastasundar,,2017,05,31,,E-commerce,31/05/2017,Online Pharmacy,Kolkata,Rohto Pharmaceutical,5000000,Other,
2094,Magicpin,,2017,05,31,,Consumer Internet,31/05/2017,Hyperlocal Discovery  & Rewards Platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",7000000,Other,
2095,Tripeur,,2017,06,01,,Technology,01/06/2017,Mobile Based Travel Erp Platform,Bangalore,"Grace Grace Techno Ventures Llp, Rajul Garg & Other Undisclosed Investors",0,,
2096,Rentongo,,2017,06,02,,E-commerce,02/06/2017,"Online Marketplace For Renting Bikes, Electronics & Appliances",Bangalore,Tvs Motor Company,234000,Early stage,
2097,Goomo,,2017,06,05,,Consumer Internet,05/06/2017,Online Travel & Holiday Booking Platform,Greater Mumbai,Emerging India,50000000,Other,
2098,Maxmywealth,,2017,06,05,,Consumer Internet,05/06/2017,Online Wealth Management & Savings Platform,Greater Mumbai,"Blockchain Ecosystem Global Advisors, Horseferry",0,,
2099,Spinny,,2017,06,06,,E-commerce,06/06/2017,Online Used Car Marketplace,Gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",1000000,Other,
2100,Healthbuds,,2017,06,06,,Consumer Internet,06/06/2017,Healthcare Discovery & Booking Platform,Kolkata,"Arun Patodia, Bharat Kedia",0,,
2101,Ftcash,,2017,06,06,,Consumer Internet,06/06/2017,Mobile Payments Platform,Greater Mumbai,"500 Startups, Ivycap Ventures",0,,
2102,Bhive Workspace,,2017,06,06,,Consumer Internet,06/06/2017,Co-Working Spaces,Bangalore,Blume Ventures,1200000,Other,
2103,Wayforward,,2017,06,06,,Consumer Internet,06/06/2017,Mobile App For Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",1000000,Early stage,
2104,Gyandhan,,2017,06,06,,Consumer Internet,06/06/2017,Education Marketplace,New Delhi,Sundaram Finance Holdings,0,,
2105,Hungry Foal,,2017,06,06,,Consumer Internet,06/06/2017,For Profit Social Venture,Gurgaon,Sbi (Stand Up India Scheme),0,,
2106,Ziploan,,2017,06,07,,Consumer Internet,07/06/2017,Online Lending Platform,New Delhi,Waterbridge Ventures,0,,
2107,Growfitter,,2017,06,07,,Consumer Internet,07/06/2017,Health And Fitness Discovery Platform,Greater Mumbai,Sque Capital,600000,Early stage,
2108,Stratfit,,2017,06,08,,Consumer Internet,08/06/2017,Health Coaching Programs,Greater Hyderabad ,Bodhtree Consulting Limited,232000,Early stage,
2109,Multiplier Solutions,,2017,06,08,,Technology,08/06/2017,Crm Software For Healthcare Space,Greater Hyderabad ,Norwest Venture Partners,1500000,Other,
2110,Abi Health,,2017,06,08,,Technology,08/06/2017,Unified Digital Health Platform,Bangalore,Norwest Venture Partners,1500000,Other,
2111,Stockal,,2017,06,08,,Consumer Internet,08/06/2017,App-Based Investment Advisory Services,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",350000,Early stage,
2112,Guidoo,,2017,06,09,,Consumer Internet,09/06/2017,Travel & Adventure Planning Platform,Greater Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",300000,Early stage,
2113,Esahai.In,,2017,06,09,,Consumer Internet,09/06/2017,Ambulance Aggregator And Medical Taxi Provider,Greater Hyderabad ,"Dr Ramesh Ayyala, Satya Muthyala",250000,Early stage,
2114,Loanmeet,,2017,06,12,,Consumer Internet,12/06/2017,Online Peer-To-Peer Lending Platform,Bangalore,"Cao Yibin, Huang Wei, Madhusudan E,",0,,
2115,Lendingkart,,2017,06,12,,Consumer Internet,12/06/2017,Online Lending Platform,Ahmedabad,Yes Bank,7800000,Early Stage,
2116,Peesafe.In,,2017,06,12,,Health & Fitness,12/06/2017,Hygiene Care Product Manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",1000000,Other,
2117,Vista Rooms,,2017,06,12,,Consumer Internet,12/06/2017,Online Rooms Aggregation Platform,Greater Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",776000,Early stage,
2118,Coverfox,,2017,06,12,,Consumer Internet,12/06/2017,Online Insurance Brokerage Platform,Greater Mumbai,Transamerica,0,,
2119,Hypertrack,,2017,06,13,,Technology,13/06/2017,Location Tracking Solutions,New Delhi,"Nexus Venture Partners, Founders Fund",0,,
2120,Goodera,,2017,06,13,,Technology,13/06/2017,Csr And Sustainability Management Platform,Bangalore,"Nexus Venture Partners, Omidyar Network",5500000,Other,
2121,Digit,,2017,06,13,,Technology,13/06/2017,Tech Driven Insurance Platform,Bangalore,Fairfax Holdings,0,,
2122,Ola,,2017,06,14,,Consumer Internet,14/06/2017,Cab Aggregation App,Bangalore,Tekne Capital Management Llc,50000000,Other,
2123,Vanitycask,,2017,06,14,,Consumer Internet,14/06/2017,Beauty Products Discovery Platform,Greater Mumbai,Rb Investments,0,,
2124,Mrneeds,,2017,06,14,,Consumer Internet,14/06/2017,Micro Food Delivery Platform,Noida,Undisclosed Investors,500000,Early stage,
2125,Moneytap,,2017,06,15,,Consumer Internet,15/06/2017,Money Lending Platform,Bangalore,"Sequoia India, Nea, Prime Venture Partners",12300000,Other,
2126,Goodbox,,2017,06,16,,E-commerce,16/06/2017,Mobile Saas  Ecommerce Platform For Smes,Bangalore,"Nexus Venture Partners, Mekin Maheshwari",1000000,Other,
2127,Fincash,,2017,06,16,,Consumer Internet,16/06/2017,Personal Finance Platform,Greater Mumbai,"Mohammed Khan, Sameer Narayan & Others",100000,Early stage,
2128,Portdesk,,2017,06,16,,Technology,16/06/2017,Maritime Solutions,Noida,Alphard Maritime Group,2000000,Early stage,
2129,Edgefx,,2017,06,16,,E-commerce,16/06/2017,Diy Project Kits Seller,Greater Hyderabad ,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",0,,
2130,Eazydiner,,2017,06,16,,Consumer Internet,16/06/2017,Online Restaurant Reservation Platform,Gurgaon,Youwecan Ventures,0,,
2131,Healthintel,,2017,06,16,,Health & Fitness,16/06/2017,Online Pharmacy,New Delhi,Blip Initiatives,0,,
2132,Unbxd,,2017,06,19,,Technology,19/06/2017,Cloud-Based Product Discovery Platform,Bangalore,Eight Roads Ventures,12500000,Other,
2133,Darwinbox,,2017,06,19,,Technology,19/06/2017,Enterprise Human Resources Management Platform,Greater Hyderabad ,"Lightspeed India Partners, Endiya Partners, 3One4 Capital Advisors Llp, Startupxseed Ventures Llp",4000000,Other,
2134,Forevershop,,2017,06,20,,Consumer Internet,20/06/2017,Mobile Based Ecommerce Platform,Bangalore,91Maker.Com,300000,Early stage,
2135,Insider.In,,2017,06,20,,Consumer Internet,20/06/2017,Events Ticketing Platform,Greater Mumbai,Paytm,5200000,Other,
2136,Fynd,,2017,06,21,,E-commerce,21/06/2017,Fashion Etailer,Greater Mumbai,"Iifl Seed Ventures, Kae Capital, Fj Labs, Singularity Ventures, Growx, Tracxn Labs, Axis Capital",2400000,Other,
2137,Grow Fit,,2017,06,21,,Consumer Internet,21/06/2017,Health-Tech Platform,Bangalore,"Manipal Education And Medical Group (Memg), Sar Group, The Grover Trust",4500000,Other,
2138,Fabulyst,,2017,06,21,,Technology,21/06/2017,Artificial Intelligence Based Platform,Greater Hyderabad ,Ibhubs,215000,Early stage,
2139,Mswipe,,2017,06,21,,Technology,21/06/2017,Point-Of-Sale Services,Greater Mumbai,"Uc-Rnt Fund, Matrix Partners, Alcon Edge Capital, Dsg Consumer Partners",31000000,Other,
2140,Oneassist,,2017,06,21,,Consumer Internet,21/06/2017,Credit Card Fraud Protection,Greater Mumbai,Sequoia Capital,0,,
2141,Julia Computing,,2017,06,22,,Technology,22/06/2017,Open Source Language For Data Science And Machine Learning,Bangalore,"General Catalyst, Founder Collective",4600000,Other,
2142,Kissht,,2017,06,22,,Consumer Internet,22/06/2017,Consumer Lending Platform,Greater Mumbai,"Endiya Partners, Ventureast",2000000,Other,
2143,Explore Life Traveling,,2017,06,22,,Consumer Internet,22/06/2017,Local Homes Booking Platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",500000,Early stage,
2144,Loantap,,2017,06,23,,Consumer Internet,23/06/2017,Lending Platform For Salaried Professionals,Greater Mumbai,"Kae Capital, India Quotient, Ifmr, And Mas Financial Services Ltd",4000000,Other,
2145,Voxweb,,2017,06,23,,Consumer Internet,23/06/2017,Mobile Based Social Networking Platform,Greater Mumbai,Undisclosed Investors,1000000,Early stage,
2146,Hug Innovations,,2017,06,26,,Technology,26/06/2017,Gesture Based  Smartwatch Manufacturer,Greater Hyderabad ,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",5000000,Other,
2147,Flipkart,,2017,06,26,,E-commerce,26/06/2017,Online Marketplace,Bangalore,Naspers,71000000,Other,
2148,V Resorts,,2017,06,26,,Consumer Internet,26/06/2017,Holiday & Vacation Resort Aggregator,Noida,"Seedfund, Rb International",4000000,Other,
2149,Stashfin,,2017,06,27,,Consumer Internet,27/06/2017,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",5000000,Other,
2150,Formcept,,2017,06,27,,Consumer Internet,27/06/2017,Unified Data Analysis Platform,Bangalore,Gujarat Venture Finance Ltd,0,,
2151,Spares Hub,,2017,06,27,,E-commerce,27/06/2017,Automobile Parts Marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",311000,Early stage,
2152,Fitraq,,2017,06,28,,Consumer Internet,28/06/2017,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",0,,
2153,Rubique,,2017,06,28,,Consumer Internet,28/06/2017,Online Marketplace For Financial Products,Greater Mumbai,"Kalaari Capital, Udayan Goyal",3000000,Other,
2154,Niki.Ai,,2017,06,28,,Consumer Internet,28/06/2017,Ai Based Personal Assistant,Bangalore,"Sap.Io, Unilazer Ventures",2000000,Other,
2155,Fitpass,,2017,06,29,,Consumer Internet,29/06/2017,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",1000000,Other,
2156,Zinghr,,2017,06,29,,Technology,29/06/2017,"Digital Employee Solutions,",Greater Mumbai,Zeta,0,,
2157,Tagos Design,,2017,06,30,,Technology,30/06/2017,In-Video Discovery Platform,Bangalore,Undisclosed Investors,5000000,Other,
2158,Urbanclap,,2017,06,30,,Consumer Internet,30/06/2017,Mobile Services Marketplace,Gurgaon,"Vy Capital, Saif Partners, Accel Partner, Bessemer Venture Partners",21000000,Other,
2159,Billion Loans,,2017,07,01,,Consumer Internet,01/07/2017,Peer To Peer Lending Platform,Bangalore,Reliance Corporate Advisory Services Ltd,1000000,Early stage,
