,Startup Name,Founding Date,Founder(s),Founder Gender,Industry/Vertical,City,Investor(s),Funding Date,Investment Type,Investment Amount (USD),Yearly GDP (% Growth),Unicorn Company,Valuation (B USD)
4067,Flexmoney,2015.0,Yezdi Lashkari,,Fintech,Greater Mumbai,Pravega Ventures,01/06/2021,Series A,4800000,8.95,,
4068,Fampay,2019.0,"Kush Taneja, Sambhav Jain",,Fintech,Bangalore,"Greenoaks Capital, Elevation Capital",01/06/2021,Series A,38000000,8.95,,
4069,Apna,2019.0,Nirmit Parikh,,Consulting,Bangalore,"Sequoia Capital India, Rocketship.Vc",01/06/2021,Series B,70000000,8.95,,
4070,Xyxx Apparels,2017.0,Yogesh Kabra,,Fashion,Surat,,01/06/2021,Series A,4000000,8.95,,
4071,Waterscience,2014.0,Sudeep N,,Other,Bangalore,,01/06/2021,,0,8.95,,
4072,Browserstack,2011.0,"Nakul Aggarwal, Ritesh Arora",,SaaS,Greater Mumbai,Accel,01/06/2021,Series B,200000000,8.95,,
4073,Vital,2018.0,Rahul Kumar,Male,Fintech,New Delhi,Blinc Invest,01/06/2021,Series A,3000000,8.95,,
4074,Juicy Chemistry,2014.0,"Megha, Pritesh Asher",,Health & Fitness,Coimbatore,Spring Marketing Capital,01/06/2021,,0,8.95,,
4075,Samaaro,2020.0,"Mayank Banka, Purnank Prakash, Skandha Gopalan",Male,SaaS,Bangalore,"Chaitanya Kalipatnapu, Kedar Gavane",01/06/2021,Other,125000,8.95,,
4076,Imagimake,2011.0,"Disha Katharani, Ravi Kumar",Female,SaaS,Greater Mumbai,"Roha Investment Managers, Angel Investor Saumil Shah",01/06/2021,Series A,500000,8.95,,
4077,Msmex,2019.0,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav",,EdTech,,"Tnf Ventures, Razorpay",01/06/2021,Series A,1000000,8.95,,
4078,Renewbuy,2015.0,"Balachander Sekhar, Sandeep Nanda",,Fintech,,"Lok Capital, Iifl Asset Management",01/06/2021,Series C,45000000,8.95,,
4079,Saarthi.Ai,2017.0,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha",,AI,Bangalore,Nvidia Inception,01/06/2021,,0,8.95,,
4080,Kutumb,2020.0,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi",Male,Platforms & Social Media,Bangalore,"Tiger Global Management, Dst Global",01/06/2021,Series A,26000000,8.95,,
4081,Superplum,2019.0,Shobhit Gupta,,Agritech,Noida,Marquee Investors,01/06/2021,Series A,3800000,8.95,,
4082,Upside Ai,2017.0,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",,Fintech,Greater Mumbai,Endiya Partners,01/06/2021,Early stage,1200000,8.95,,
4083,Pazcare,2021.0,Sanchit Malik,,Fintech,Bangalore,"Ashish Hemrajani, Parikshit Dar",01/06/2021,,0,8.95,,
4084,Answer Genomics,2019.0,Rahul Ranganathan,Male,Health & Fitness,Bangalore,"India Accelerator, Lyxel&Flamingo",01/06/2021,,0,8.95,,
4085,Skillmatics,2016.0,Dhvanil Sheth,,EdTech,Greater Mumbai,Sequoia Capital India,01/06/2021,Series A,6000000,8.95,,
4086,Bimaplan,2020.0,Vikul Goyal,,Fintech,Bangalore,"Roshan Abbas, Ritesh Malik",01/06/2021,Series A,2500000,8.95,,
4087,Bueno Finance,2019.0,"Saurav Gandhi, Sandeep Arora",Male,Fintech,,"Goat Capital, Jam Fund",01/06/2021,Early stage,3000000,8.95,,
4088,Citymall,2019.0,"Angad Kikla, Naisheel Verdhan",,E-commerce,,"General Catalyst, Jungle Ventures",01/06/2021,Series B,22000000,8.95,,
4089,Byju’s,2011.0,"Byju Raveendran, Divya Gokulnath",,EdTech,Bangalore,"Blackstone Group, Adq",01/06/2021,Other,50000000,8.95,,
4090,India Quotient,2012.0,"Anand Lunia, Madhukar Sinha",Male,Fintech,Greater Mumbai,,01/06/2021,Other,64000000,8.95,,
4091,The Switch Fix,2019.0,"Abhishek Kumar, Rhea Shukla",Male,Health & Fitness,,"Venture Catalysts, 9Unicorns",01/06/2021,,0,8.95,,
4092,Anvidha Technologies,2020.0,Ganesh Ranganathan Iyer,,Technology,,,01/06/2021,Early stage,1500000,8.95,,
4093,Digisparsh,2020.0,"Saurabh Soni, Akhilesh Gandhi",,Fintech,Greater Mumbai,Goahead Ventures,01/06/2021,,0,8.95,,
4094,Coffeemug.Ai,2020.0,"Abhishek Sharma, Dipti Tandon",,Platforms & Social Media,New Delhi,"Paradigm Shift Capital, Angellist India",01/06/2021,Early stage,620000,8.95,,
4095,Pathfndr.Io,2015.0,Varun Gupta,,SaaS,Bangalore,Arali Ventures,01/06/2021,,0,8.95,,
4096,Bigleap,2015.0,"Jamesh Johnson, Sainath Malkapuram Goud",,Consulting,Greater Hyderabad ,Anup Kumar Yama,01/06/2021,Other,600000,8.95,,
4097,Kazam,2020.0,"Akshay Shekhar, Vaibhav Tyagi",Male,Automotive,Bangalore,Inflection Point Ventures,01/06/2021,Early stage,900000,8.95,,
4098,Myre Capital,2020.0,Own Rent Yielding Commercial Properties,,Real Estate,Greater Mumbai,Aryaman Vir,01/06/2021,Other,6000000,8.95,,
4099,Bimape,2020.0,Rahul Mathur,,Fintech,Greater Mumbai,"Iseed, Titan Capital",01/06/2021,Early stage,500000,8.95,,
4100,Microdegree,2019.0,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",,EdTech,Mangalore,Research Innovation Incubation Design Labs,01/06/2021,,0,8.95,,
4101,Saarthi Pedagogy,2015.0,Pedagogy,,EdTech,Ahmadabad,Sushil Agarwal,01/06/2021,Other,1000000,8.95,,
4102,Synapsica,2017.0,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan",Female,Health & Fitness,New Delhi,"Ivycap Ventures, Endiya Partners",01/06/2021,Series A,4000000,8.95,,
4103,Kwik Foods,2020.0,"Prabhleen Kaur, Harshal Patel",,Food & Beverages,,9Unicorns,01/06/2021,,0,8.95,,
4104,Plutomen,2016.0,Keyur Bhalavat,Male,IT,Ahmadabad,"Gusec Seed Fund, Devx Venture Fund",01/06/2021,Other,300000,8.95,,
4105,Gomechanic,2016.0,Kushal Karwa,,Automotive,,"Tiger Global, Sequoia",01/06/2021,Series C,42000000,8.95,,
4106,Grinntech,2013.0,"Nikhilesh Mishra, Puneet Jain",,Automotive,Chennai,,01/06/2021,Other,2000000,8.95,,
4107,Nobel Hygiene,1999.0,Johari Kamal,,Health & Fitness,Greater Mumbai,Quadria Capital,01/06/2021,Other,60000000,8.95,,
4108,Green Cure,2015.0,Sanchit Garg,,Health & Fitness,New Delhi,Venture Catalysts,01/06/2021,,0,8.95,,
4109,Classplus,2017.0,"Mukul Rustagi, Bhaswat Agarwal",,EdTech,Noida,Tiger Global,01/06/2021,Series C,65000000,8.95,,
4110,Windo,2020.0,"Silus Reddy Chintapalli, Rakesh Vaddadi",,E-commerce,Greater Hyderabad ,Unicorn India Ventures,01/06/2021,Early stage,500000,8.95,,
4111,Apnaklub,2020.0,"Shruti, Manish Kumar",,E-commerce,Bangalore,"Blume Ventures, Whiteboard Capital",01/06/2021,,0,8.95,,
4112,Legalpay,2019.0,Kundan Shahi,,Fintech,New Delhi,Ashwini Kakkar. 9Unicorns,01/06/2021,,0,8.95,,
4113,Lavado,2016.0,Disha Jain,Female,SaaS,Greater Mumbai,Ashish Shah,01/06/2021,,0,8.95,,
4114,Navars,2019.0,Sravan Varma Datla,,EdTech,Greater Hyderabad ,Faad Network,01/06/2021,,0,8.95,,
4115,Gobolt,2015.0,"Naitik Baghla, Parag Aggarwal, Sumit Sharma",,Logistics & Supply Chain,,"Paragon Partners, Aavishkaar Capital",01/06/2021,Series B,20000000,8.95,,
4116,Loco,2018.0,"Anirudh Pandita, Ashwin Suresh",Male,Gaming,Bangalore,"Krafton, Lumikai",01/06/2021,Early stage,9000000,8.95,,
4117,Auric,2017.0,Deepak Agarwal,Male,Health & Fitness,New Delhi,Venture Catalysts,01/06/2021,Series A,2000000,8.95,,
4118,Edmingle,2016.0,Gaurav Doshi,Male,EdTech,Bangalore,"Indovation Fund, Mumbai Angels",01/06/2021,Other,300000,8.95,,
4119,Slice,2016.0,Rajan Bajaj,Male,Fintech,Bangalore,"Gunosy, Blume Ventures",01/06/2021,Other,20000000,8.95,Yes,1.0
4120,Humit,2020.0,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Male,Entertainment,Bangalore,Antler India,01/06/2021,,0,8.95,,
4121,Airblack,2019.0,"Videt Jaiswal, Vaibhav Raj Gupta",,IT,,"Edge Ventures, Elevation Capital",01/06/2021,Series A,5200000,8.95,,
4122,Niramai,2016.0,Geetha Manjunath,,Health & Fitness,Bangalore,Cdc Group,01/06/2021,,0,8.95,,
4123,Intervue,2021.0,"Rahul Arora, Pushpender Singh Rautela",Male,SaaS,New Delhi,"Titan Capital, Kunal Shah",01/06/2021,,0,8.95,,
4124,Nestroots,2016.0,Chhavi Singh,,Fashion,,We Founder Circle,01/06/2021,Early stage,100000,8.95,,
4125,Detect Technologies,2016.0,Daniel Raj David,,IT,Chennai,"Accel Partners, Elevation Capital",01/06/2021,Other,12000000,8.95,,
4126,Credr,2015.0,Sasidhar Nandigam,,Automotive,Bangalore,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",01/06/2021,Other,6500000,8.95,,
4127,Fourth Partner Energy,2010.0,Vivek Subramanian,Male,Energy,Greater Hyderabad ,"Norfund, The Rise Fund",01/06/2021,Other,125000000,8.95,,
4128,Tablt,2018.0,Anish Agarwal,,Health & Fitness,Kolkata,Siti Cable,01/06/2021,Series A,3000000,8.95,,
4129,Hesa,2020.0,"Vamsi Udayagiri, Hema Nandiraju",,IT,Greater Hyderabad ,"Venture Catalysts, 9Unicorns",01/06/2021,Early stage,2000000,8.95,,
4130,Powerhouse91,2020.0,"Shashwat Diesh, Aqib Mohammed",,SaaS,,Crossbeam Venture Partners,01/06/2021,,0,8.95,,
4131,Nalanda Learning,2011.0,Tamal Mukherjee,,EdTech,Kolkata,Aavishkaar Capital,01/06/2021,Other,5000000,8.95,,
4132,Chargeup,2019.0,"Varun Goenka, Akshay Kashyap",Male,Energy,New Delhi,Mapmyindia,01/06/2021,,0,8.95,,
4133,Knackit,2019.0,"Pranjal Kumar, Akanksha Bhardwaj",,IT,Bangalore,Jyoti Bansal,01/06/2021,Other,100000,8.95,,
4134,Treebo Hotels,2015.0,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",,Hospitality,Bangalore,Accor,01/06/2021,Series D to late stage,16000000,8.95,,
4135,Raptee Energy,2019.0,Phunith Kumar,,Automotive,Chennai,,01/06/2021,Other,700000,8.95,,
4136,Meddo,2018.0,"Saurabh Kochhar, Dr Naveen Nishchal",Male,Health & Fitness,,"Sri Capital, Picus Capital, Alkemi Capital",01/06/2021,Other,6000000,8.95,,
4137,Supertails,2021.0,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Male,Automotive,Bangalore,"Saama Capital, Dsg Consumer Partners",01/06/2021,Series A,2600000,8.95,,
4138,Sp Robotic Works,2012.0,"Sneha Priya, Pranavan S",,EdTech,Chennai,Mount Judi India Growth Fund,01/07/2021,Series A,3000000,8.95,,
4139,3Sc,2018.0,"Lalit, Sarita Das",,Logistics & Supply Chain,,Gef Capital’s South Asia Fund,01/07/2021,Series B,15000000,8.95,,
4140,Chai Waale,2018.0,Vidur Maheswari,,Food & Beverages,Chennai,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",01/07/2021,Other,600000,8.95,,
4141,Minimalist,2020.0,"Mohit, Rahul Yadav",Male,Health & Fitness,Jaipur,Sequoia Capital,01/07/2021,Series A,10000000,8.95,,
4142,Biconomy,2019.0,"Aniket Jindal, Sachin Tomar",Male,Fintech,New Delhi,"Mechanism Capital, Dacm",01/07/2021,Other,9000000,8.95,,
4143,Fixcraft,2018.0,"Vivek Sharma, Abhishek Goyal, Inderjeet Rao",Male,Automotive,,,01/07/2021,Series A,1000000,8.95,,
4144,Slice,2016.0,Rajan Bajaj,Male,Fintech,Bangalore,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",01/07/2021,Other,10000000,8.95,Yes,1.0
4145,90+ My Tuition App,2015.0,Vingish Vijay,,EdTech,Bangalore,Pearl Investment Llc,01/07/2021,Series A,5000000,8.95,,
4146,Wasabi,2021.0,"Pradeep Dodle, Nikhil Goenka",Male,Consulting,Bangalore,"021 Capital, Sparrow Capital",01/07/2021,Early stage,1800000,8.95,,
4147,Strata,2019.0,"Sudarshan Lodha, Priyanka Rathore",,Real Estate,Bangalore,"Kotak Investment Advisors Limited, Gruhas Proptech",01/07/2021,Series A,6000000,8.95,,
4148,Ourbetterplanet,2020.0,Pallavi Srivastava,Female,E-commerce,Bangalore,Vans Group,01/07/2021,Early stage,300000,8.95,,
4149,Murf.Ai,2020.0,"Sneha Roy, Ankur Edkie, Divyanshu Pandey",,SaaS,Bangalore,Elevation Capital,01/07/2021,,0,8.95,,
4150,Jetsynthesys,2014.0,Rajan Navani,,Media,Pune,Sachin Tendulkar,01/07/2021,Other,2000000,8.95,,
4151,Myfitness,2019.0,"Mohammad Patel, Rahil Virani",,Health & Fitness,Silvassa,9Unicorns,01/07/2021,Early stage,1000000,8.95,,
4152,I Am Love,2020.0,Shilpa Rathi,,Health & Fitness,Greater Mumbai,Xentel Investments,01/07/2021,Early stage,4000000,8.95,,
4153,Myglamm,2015.0,"Darpan Sanghvi, Priyanka Gill",,Other,Greater Mumbai,Accel Partners,01/07/2021,Other,40000000,8.95,,
4154,Gumlet,2019.0,"Divyesh Patel, Aditya Patadia",Male,IT,Bangalore,Sequoia’s Surge,01/07/2021,Other,1600000,8.95,,
4155,Eloelo,2015.0,"Saurabh Pandey, Akshay Dubey",Male,Gaming,Bangalore,"Waterbridge, Lumikai",01/07/2021,Series A,2000000,8.95,,
4156,Edukemy,2020.0,Chandrahas Panigrahi,,EdTech,Noida,"Auxano, Falcon5",01/07/2021,Series A,2000000,8.95,,
4157,Zingbus,2019.0,"Mratunjay, Prashant Kumar, Ravi Kumar Verma",,Automotive,,Infoedge Ventures,01/07/2021,Series A,5000000,8.95,,
4158,Newsreach,2018.0,"Soniya Kundnani, Darshan Shah",,Media,Ahmedabad,Jito Angel Network,01/07/2021,Early stage,300000,8.95,,
4159,Bandhoo,2020.0,"Prashant Gupta, Sridhar Sundaram",Male,IT,,Unitus Ventures,01/07/2021,Other,1000000,8.95,,
4160,Ixigo,2007.0,"Rajnish Kumar, Aloke Bajpai",,IT,,"Gic, Infoedge",01/07/2021,Other,53000000,8.95,,
4161,The Whole Truth,2019.0,Shashank Mehta,,Food & Beverages,Greater Mumbai,Sequoia Capital,01/07/2021,,0,8.95,,
4162,Insane Ai,2021.0,"Anurag Mundhada, Jayesh Hannurkar, Sourabh Agrawal",,Health & Fitness,Bangalore,Pi Ventures,01/07/2021,Early stage,800000,8.95,,
4163,Learn4O Technology,2020.0,Kamal Kant Gupta,,EdTech,Jaipur,Ian,01/07/2021,,0,8.95,,
4164,Droom,2014.0,Sandeep Aggarwal,Male,Automotive,,,01/07/2021,Other,200000000,8.95,Yes,1.2
4165,Skymet,2003.0,Yogesh Patil,Male,SaaS,Noida,"Northern Arc, Caspian Impact Investments",01/07/2021,Other,1000000,8.95,,
4166,Go Swift,2019.0,"Shyam Kalita, Debanshu Sinha, Prayas Mittal",Male,SaaS,Bangalore,Kalaari Capital,01/07/2021,Series A,2000000,8.95,,
4167,Mamaearth,2016.0,"Varun Alagh, Ghazal Alagh",,Health & Fitness,,Sofina Ventures Sa,01/07/2021,Other,50000000,8.95,Yes,1.07
4168,G.O.A.T,2021.0,"Rishi Vasudev, Rameswar Misra",Male,Other,Bangalore,"Tiger Global, Flipkart Ventures",01/07/2021,Series A,36000000,8.95,,
4169,Keeros,2017.0,"Sachin Sahni, Simran Sahni",Male,Food & Beverages,Lucknow,Venture Catalysts,01/07/2021,,0,8.95,,
4170,Redesyn,2016.0,"Smriti Dubey, Shikhar Vaidya",,Other,Greater Mumbai,Anthill Ventures,01/07/2021,Series A,300000,8.95,,
4171,Inspacco,2019.0,"Sanket Nerkar, Paresh Kotkar",Male,SaaS,Pune,,01/07/2021,Other,200000,8.95,,
4172,Knorish,2016.0,"Rakhi Wadhwa, Kinner N Sacchdev",Female,EdTech,,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures Syndicate",01/07/2021,Series A,1000000,8.95,,
4173,Dozee,2015.0,"Mudit Dandwate, Dandwate",,Health & Fitness,Bangalore,Prime Vp,01/07/2021,Series A,5000000,8.95,,
4174,Blackbuck,2015.0,"B Ramasubramanian, Chanakya Hridaya, Rajesh Yabaji",,Logistics & Supply Chain,Bangalore,"Tribe Capital, Ifc Emerging Asia Fund, Vef",01/07/2021,Series D to late stage,67000000,8.95,,
4175,Mailmodo,2020.0,"Aquibur Rahman, Apurv Gupta, Devyesh Tandon",,Consulting,Bangalore,"Sequoia’s Surge, Y Combinator",01/07/2021,Early stage,2000000,8.95,,
4176,Superbeings,2019.0,"Yasharth Mishra, Gaurav Bhawnani, Kunal Mishra",,SaaS,Bangalore,Endiya Partners,01/07/2021,,0,8.95,,
4177,Nirogstreet,2018.0,Ram N Kumar,,Health & Fitness,New Delhi,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",01/07/2021,Series A,2500000,8.95,,
4178,Hyreo,2016.0,"Arun Satyan, Mahesh Raju, Sreenath N",Male,Consulting,Thiruvananthapuram,Callapina Capital,01/07/2021,,0,8.95,,
4179,Godi Energy,2020.0,Mahesh Godi,,Automotive,Greater Hyderabad ,Blue Ashva Capital,01/07/2021,,0,8.95,,
4180,Even,2020.0,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Male,Health & Fitness,Bangalore,Khosla Ventures,01/07/2021,Early stage,5000000,8.95,,
4181,Captain Fresh,2019.0,Utham Gowda,,Logistics & Supply Chain,Bangalore,"Accel Partners, Matrix India",01/07/2021,Series A,12000000,8.95,,
4182,Otipy,2020.0,Varun Khurana,Male,Food & Beverages,,"Omidyar Network India, Innoven Capital",01/07/2021,Series A,10200000,8.95,,
4183,Lenskart,2008.0,Peyush Bansal,,Other,Faridabad,"Temasek, Falcon Edge",01/07/2021,Other,220000000,8.95,Yes,4.5
4184,Eka.Care,2020.0,Vikalp Sahni,,Health & Fitness,Bangalore,"Deep Kalra, Ashish Kashyap, Rajesh Magow",01/07/2021,Other,4500000,8.95,,
4185,Braingroom,2015.0,"Madhula Sathyamoorthy, Naliene Ramasamy, Kalaiarsi Periasamy",,EdTech,Chennai,"Ian, Social Alpha, Startup Oasis",01/07/2021,Other,200000,8.95,,
4186,Edvizo,2017.0,Ravi Nishant,Male,SaaS,Bangalore,Inflection Point Ventures,01/07/2021,Series A,1000000,8.95,,
4187,Credenc,2017.0,Avinash Kumar,Male,Fintech,New Delhi,Capital India,01/07/2021,Other,25000000,8.95,,
4188,Globalbees,2021.0,Nitin Agarwal,,Other,New Delhi,"Firstcry, Lightspeed Venture Partners",01/07/2021,Series A,150000000,8.95,,
4189,Spinny,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur",,Automotive,,Tiger Global,01/07/2021,Series D to late stage,108000000,8.95,Yes,1.8
4190,Mynvax,2017.0,"Dr Raghavan Varadarajan, Dr Gautham Nadig",,Health & Fitness,Bangalore,"Accel, Letsventure, 1Crowd",01/07/2021,Series A,4000000,8.95,,
4191,Risebird,2018.0,Ashutosh Seth,,Consulting,Pune,Sab Holdings,01/07/2021,Other,500000,8.95,,
4192,Uvi Health,2020.0,Mehak Malik,,Health & Fitness,Bangalore,Titan Capital,01/07/2021,Early stage,330000,8.95,,
4193,Vegrow,2020.0,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik",,Food & Beverages,Bangalore,"Lightspeed Venture Partners, Elevation Capital",01/07/2021,Other,13000000,8.95,,
4194,Automovill,2015.0,"Mridu Mahendra Das, Chinmay Baruah",,Automotive,Bangalore,Mumbai Angels Network,01/07/2021,Other,500000,8.95,,
4195,Nftically,2021.0,Toshendra Sharma,,Marketplace,,Jayanti Kanani,01/07/2021,,0,8.95,,
4196,Healthifyme,2012.0,"Tushar Vashisht, Sachin Shenoy",,Health & Fitness,Bangalore,"Leapfrog, Khosla Ventures",01/07/2021,Series C,75000000,8.95,,
4197,Galaxycard,2017.0,Amit Kumar,,Fintech,,Jito Angel Network,01/07/2021,Other,450000,8.95,,
4198,Bella Vita Organic,2018.0,Aakash Anand,,Health & Fitness,,Ananta Capital,01/07/2021,Other,10000000,8.95,,
4199,Smartcoin,2016.0,"Jayant Upadhyay, Amit Chandel, Rohit Garg",,Fintech,Bangalore,"Northern Arc, Vivriti Capital",01/07/2021,Other,10000000,8.95,,
4200,Careerninja,2017.0,Shronit Ladhaniai,,EdTech,Greater Mumbai,Unitus Ventures,01/07/2021,,0,8.95,,
4201,Mysun,2016.0,Gagan Vermani,,Energy,New Delhi,Tata Cleantech Capital,01/07/2021,Other,2000000,8.95,,
4202,Sea6 Energy,2010.0,"Sailaja Nori, Nelson Vadassery, Sowmya Balendiran, Shrikumar Suryanarayan",,Health & Fitness,Bangalore,Aqua-Spark,01/07/2021,Series B,9000000,8.95,,
4203,Beco,2018.0,"Aditya Ruia, Akshay Varma, Anuj Ruia",Male,SaaS,Greater Mumbai,Climate Angels Fund,01/07/2021,Early stage,500000,8.95,,
4204,Onecode,2020.0,"Manish Shara, Yash Desai",,IT,Bangalore,"Sequoia’s Surge, Nexus Venture Partners",01/07/2021,Other,5000000,8.95,,
4205,Medpay,2020.0,"Arun Bhatia, Ravi Chandra",,IT,Bangalore,"Entrepreneur First (Ef), Growx Ventures",01/07/2021,Early stage,1200000,8.95,,
4206,Inshorts,2013.0,Azhar Iqubal,,IT,Noida,Vy Capital,01/07/2021,Other,60000000,8.95,,
4207,Digantara,2018.0,"Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Male,IT,Bangalore,Kalaari Capital,01/07/2021,Early stage,2500000,8.95,,
4208,Aqgromalin,2018.0,"Prasanna Manogaran, Bharani Cl",,Agritech,Chennai,Zephyr Peacock,01/07/2021,Early stage,700000,8.95,,
4209,Square Yards,2014.0,Tanuj Shori,,Real Estate,,Adm Capital,01/07/2021,Other,25000000,8.95,,
4210,Oyo,2013.0,Ritesh Agarwal,Male,Hospitality,,"Softbank Vision Fund, Hindustan Media Venture",01/07/2021,Other,660000000,8.95,,
4211,Slang Labs,2017.0,Kumar Rangarajan,,SaaS,Bangalore,100X Entrepreneurs,01/07/2021,,0,8.95,,
4212,Niroggyan,2019.0,"Joyneel Acharya, Shweta Gandhi",,Health & Fitness,,"Healthcare Veterans, Pieds",01/07/2021,,0,8.95,,
4213,Ola Electric,2017.0,Bhavish Aggarwal,Male,Automotive,Bangalore,Bank Of Baroda,01/07/2021,Series D to late stage,100000000,8.95,Yes,5.0
4214,Bikry App,2019.0,Abhishek Bhayana,,SaaS,Noida,Ycombinator,01/07/2021,Other,1300000,8.95,,
4215,Oliveboard,2012.0,"Abhishek Patil, V Satish Kumar",Male,EdTech,Bangalore,Ian Fund,01/07/2021,Other,3000000,8.95,,
4216,Little Leap,2020.0,Holistic Development Programs For Children In Age Range 5-15,,EdTech,New Delhi,Vishal Gupta,01/07/2021,Other,300000,8.95,,
4217,Trell,2016.0,"Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba",Male,Platforms & Social Media,Bangalore,"Mirae Asset, H&M",01/07/2021,Series B,45000000,8.95,,
4218,Kredent,2008.0,"Vineet Patawari, Vivek Bajaj, Vinay Pagaria",Male,EdTech,Kolkata,Kotak Securities,01/07/2021,Other,1000000,8.95,,
4219,Easyaspataal,2020.0,"Manoj Gupta, Gunjali Kothari",,Health & Fitness,Greater Mumbai,Venture Catalysts,01/07/2021,,0,8.95,,
4220,Smoor,2008.0,Vimal Sharma,,Food & Beverages,Bangalore,Klub,01/07/2021,,0,8.95,,
4221,Pankhuri,2019.0,Pankhuri Shrivastava,,Platforms & Social Media,Bangalore,Sequoia’s Surge,01/07/2021,Other,3200000,8.95,,
4222,Arcana,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Male,IT,Bangalore,Balaji Srinivasan,01/07/2021,,0,8.95,,
4223,Admitkard,2016.0,"Vamsi Krishna, Pulkit Jain, Gaurav Munjal	#Ref!",,EdTech,Noida,$1000000,01/07/2021,,0,8.95,,
4224,Urbankisaan,2017.0,"Srinivas Chaganti, Vihari Kanukollu, Sairam Reddy",,Food & Beverages,Greater Hyderabad ,Basf Venture Capital Gmbh,01/07/2021,,0,8.95,,
4225,Aquaconnect,2017.0,Rajamanohar,,Food & Beverages,Chennai,"Rebright Partners, Flourish Ventures",01/07/2021,Series A,4000000,8.95,,
4226,Vah Vah!,2020.0,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah",Male,EdTech,Bangalore,Sequoia Surge,01/07/2021,Other,1800000,8.95,,
4227,Letsdressup,2019.0,Aditya B,,Fashion,,"Titan Capital, Sequoia Capital",01/07/2021,Series A,300000,8.95,,
4228,Sapio Analytics,2019.0,"Ashwin Srivastava, Hardik Somani, Prashant Nikam",Male,SaaS,Greater Mumbai,Parthiv Group,01/07/2021,Other,150000,8.95,,
4229,Bhyve,2020.0,Backed By 100X.Vc,,Consulting,Greater Mumbai,"Omkar Pandharkame, Ketaki Ogale",01/07/2021,Other,300000,8.95,,
4230,Indi Energy,2019.0,Dr. Asit Sahoo,,Energy,Roorkee,Mumbai Angels Network,01/07/2021,,0,8.95,,
4231,The Ayurveda Co,2021.0,"Param Bhargava, Shreedha Singh",Male,SaaS,,"Getvantage, Velocity, Shiprocket Capital",01/07/2021,,0,8.95,,
4232,Pratilipi,2015.0,Ranjeet Pratap Singh,,SaaS,Bangalore,"Krafton Inc, Omidyar",01/07/2021,Other,48000000,8.95,,
4233,Ati Motors,2017.0,"Saurabh Chandra, Saad Nasser",Male,Automotive,Bangalore,"Blume Ventures, Exfinity Venture Partners",01/07/2021,Series A,35000000,8.95,,
4234,Pear,2018.0,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",,Technology,Greater Mumbai,Inflection Point Ventures,01/07/2021,Series A,300000,8.95,,
4235,Gourmet Garden,2019.0,Arjun Balaji,Male,Food & Beverages,Bangalore,"Beyond Next Ventures, M Venture Partners",01/07/2021,Other,3000000,8.95,,
4236,The Sleep Company,2019.0,,,SaaS,Greater Mumbai,Fireside Ventures,01/07/2021,Series A,1000000,8.95,,
4237,Tyreplex,2020.0,"Puneet Bhaskar, Rupendra Pratap Singh",,E-commerce,New Delhi,Advantedge Founders,01/07/2021,,0,8.95,,
4238,Ion Energy,2016.0,Akhil Aryan,,Automotive,Greater Mumbai,,01/07/2021,Series A,3600000,8.95,,
4239,Digit Insurance,2016.0,Kamesh Goyal,,Fintech,Bangalore,"Faering Capital, Sequoia Capital India, Iifl Alternate Asset Managers",01/07/2021,Other,200000000,8.95,,
